,Unnamed: 0,compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD,band_g
150,150,Hg,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]",[43558],0.0
151,151,Hg,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[104296, 654919]",0.45204999999999995
152,152,Hg,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[56897],0.0
153,153,Ho,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],"[52519, 639321, 639322]",0.0
154,154,Ho,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[43582, 56225, 56226, 102660, 603833]",0.0
155,155,Ho,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[56224],0.0
156,156,Ho,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[56227],0.0
157,157,In,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[53091, 53777, 64794, 109033, 171679, 182782, 182784, 182786, 182788, 182791, 196597, 639810, 639812, 639813, 639814, 639815, 639816, 639817, 654519]",0.0
158,158,In,69,<i>Fmmm</i>,SM,ESFD,Point,[],[57392],
159,159,Ir,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[53813, 64992, 640729, 640730, 659854]",0.0
160,160,Kr,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[9785],7.173299999999999
161,161,Kr,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],[43726],7.1815999999999995
162,162,La,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[641383],
163,163,La,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Plane,[],"[43573, 102655, 641380, 641382]",0.0
164,164,La,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43574, 104655, 104656, 641384, 641387]",0.0
165,165,La,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[43568],0.0
166,166,Lu,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[642415],0.0
167,167,Lu,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[44909, 168439, 291798, 642414, 642416, 659891]",0.0
168,168,Lu,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[44910],0.044500000000000206
169,169,Mn,213,<i>P</i>4<sub>1</sub>32,SM,ESFD,Point,[],"[44762, 56134, 163413, 163414, 242039, 642934, 642937, 655052]",0.0
170,170,Mn,217,<i>I</i>-43<i>m</i>,SM,ESFD,Point,[],"[42774, 44761, 56133, 642933, 642935, 642938, 655106]",0.0
171,171,Mn,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[242038],0.0
172,172,Mn,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[5248, 5392, 5393, 242037]",0.0
173,173,Mo,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[52267, 53799, 76147, 76279, 76415, 173127, 173131, 643957, 643958, 643959, 643960, 643961, 643962]",0.0
174,174,Na,62,<i>Pnma</i>,trivial,LCEBR,None,[],[189460],0.0
175,175,Nb,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[76011, 76264, 76416, 76554, 151406, 170906, 196879, 645056, 645057, 645058, 645059, 645060, 645061, 645062, 645063, 645065, 645066]",0.0
176,176,Nd,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[43577, 76592, 102657, 150953, 645577, 645579, 645581, 645584, 645585]",0.0
177,177,Nd,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[76591, 645578]",0.0
178,178,Nd,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43571, 76593]",0.0
179,179,Ne,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],"[24602, 24787, 43427, 65884, 65885, 65886, 65887, 65888, 65889, 65890, 65891, 65892, 65893, 65894, 65895, 65896, 65897, 65898, 65899, 65900, 65901, 65902, 65903, 65904]",11.7236
180,180,Ni,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[76668],0.0
181,181,Ni,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43397, 52231, 52265, 53807, 53808, 53809, 64989, 76667, 163354, 260169, 260172, 646085, 646087, 646088, 646090, 646091, 646092]",0.0
182,182,Np,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[44379],0.0
183,183,Np,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[105489],0.0
184,184,Os,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[40323, 52003, 52262, 53812, 64993, 77767, 186791, 186792, 186793, 186794, 186795, 186796, 647701, 647702, 647703]",0.0
185,185,Pa,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[77862, 648331]",0.0
186,186,Pb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[54313, 77864, 648350]",0.0
187,187,Pb,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],"[52253, 53791, 54312, 57460, 64808, 64940, 77863, 96501, 105588, 151378, 648341, 648343, 648344]",0.0
188,188,Pd,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52251, 64914, 64915, 64916, 64918, 64920, 64922, 76148, 77885, 648673, 648674, 648675, 648676, 648677, 648679, 648680]",0.0
189,189,Po,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],[649161],
190,190,Po,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43211, 76749, 655031]",
191,191,Po,5,<i>C</i>2,trivial,LCEBR,None,[],[31684],
192,192,Pr,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[248500],0.0
193,193,Pr,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[74984, 74987]",0.0
194,194,Pr,152,<i>P</i>3<sub>1</sub>21,trivial,LCEBR,None,[],[108682],0.0
195,195,Pr,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[54338],0.0
196,196,Pr,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 9}]","[43576, 77905, 108681, 649176, 649177, 649182, 649183, 649187]",0.0
197,197,Pr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[77904, 649185]",0.0
198,198,Pr,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43570, 649178]",0.0
199,199,Pr,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[164283, 248501]",0.0
200,200,Pt,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52250, 64912, 64917, 64919, 64921, 64923, 64924, 76153, 76414, 76951, 77944, 180980, 180981, 241736, 241737, 241738, 241739, 241740, 241741, 241742, 241743, 241744, 241745, 241746, 241747, 241748, 241749, 241750, 241751, 241752, 241753, 241754, 241755, 241756, 241757, 241758, 241759, 241760, 241761, 241762, 241763, 241764, 241765, 241766, 241767, 241768, 241769, 241770, 241772, 241773, 241774, 241775, 241776, 241777, 241778, 241779, 241780, 241781, 241782, 241783, 241784, 241785, 241786, 241787, 243678, 649490, 649493, 649494]",0.0
201,201,Pu,11,<i>P</i>2<sub>1</sub>/<i>m</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}]","[31692, 604219]",0.0
202,202,Pu,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],"[43335, 94242, 649896]",0.0
203,203,Pu,176,<i>P</i>6<sub>3</sub>/<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 9}]",[41259],0.0
204,204,Pu,70,<i>Fddd</i>,trivial,LCEBR,None,[],[44866],0.0
205,205,Ra,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[42987],
206,206,Rb,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]",[109016],0.034599999999999964
207,207,Rb,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[109017],0.034599999999999964
208,208,Rb,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,SM,ESFD,Point,[],[109018],0.0
209,209,Rb,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[44755, 44869, 77057, 650018]",0.0
210,210,Rb,64,<i>Cmce</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[109019],
211,211,Re,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[40355, 56135, 64719, 109248, 169880, 291881, 291882, 291883, 291884, 291885, 291886, 291887, 291888, 291889, 291890, 291891, 291892, 291893, 291894, 291895, 291896, 291897, 291898, 291899, 291900, 291901, 291902, 291903, 291904, 291905, 291906, 650066, 650067, 650068, 650069, 650071]",0.0
212,212,Rh,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52064, 52252, 53811, 64991, 76952, 171677, 650218, 650221]",0.0
213,213,Ru,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[40354, 43710, 44615, 52004, 52261, 53810, 76155, 602251, 650568, 650569, 650570, 650572, 650573, 650574]",0.0
214,214,S10,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[38263],
215,215,S12,58,<i>Pnnm</i>,trivial,LCEBR,None,[],[26463],
216,216,S16,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[38264],
217,217,Sb,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[42678],0.0
218,218,Sb,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[52199, 109038]",0.0
219,219,Sb,140,<i>I</i>4/<i>mcm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]",[109037],0.0
220,220,Sb,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[55402, 161493]",0.0
221,221,Sb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[52226],0.0
222,222,Sb,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52227, 651499, 651504]",0.0
223,223,Sb,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[52198],0.0
224,224,Sb,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[108182],0.0
225,225,Sc,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[52412],0.0
226,226,Sc,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[52410],0.0
227,227,Sc,140,<i>I</i>4/<i>mcm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[246445],0.0
228,228,Sc,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[43587, 43711, 52411, 102654, 651795, 651796, 651802]",0.0
229,229,Sc,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52409, 651797]",0.0
230,230,Se,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[24670, 30606]",1.5390666666666668
231,231,Se,152,<i>P</i>3<sub>1</sub>21,SM,ES,Line,[],[23073],1.0598999999999998
232,232,Se,152,<i>P</i>3<sub>1</sub>21,SM,ESFD,Point,[],[23072],1.0598999999999998
233,233,Se,152,<i>P</i>3<sub>1</sub>21,trivial,LCEBR,None,[],"[22251, 23068, 23069, 23070, 23071, 40016, 40018, 53801, 164261, 164262, 164263, 164264, 164265, 164266, 164267, 164268, 164269, 164270, 164271, 200685, 651846, 651850, 651852, 659253]",1.0598999999999998
234,234,Se,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],"[57181, 656457]",
235,235,Se,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[52418],0.0
236,236,Se,227,<i>Fd</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[150731],0.0
237,237,Se,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[104187, 659257]",0.0
238,238,Se,4,<i>P</i>2<sub>1</sub>,trivial,LCEBR,None,[],[659254],
239,239,Se6,148,<i>R</i>-3,trivial,LCEBR,None,[],"[86375, 86496]",
240,240,Se8,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[2718, 24635, 280666, 418318]",
241,241,Si,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[52460, 109025]",0.0
242,242,Si,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[52459],0.4553999999999999
243,243,Si,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],"[29287, 29288, 43403, 43610, 51688, 52266, 52457, 53782, 53783, 60385, 60386, 60387, 60388, 60389, 76268, 150530, 196729, 652255, 652257, 652258, 652265, 659044]",0.5789
244,244,Si,64,<i>Cmce</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[89414, 89415, 89416]",0.0
245,245,Si,74,<i>Imma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[41392],
246,246,Sn,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[108748, 236690, 236691, 236692, 236693, 236694, 236695, 236696, 236697, 236698, 236699, 236700, 236701]",0.0
247,247,Sn,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],"[43216, 236682, 236683, 236684, 236685, 236686, 236687, 236688, 236689]",0.0
248,248,Sn,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[40037, 40038, 43415, 43613, 52486, 106071, 106072, 196596, 236657, 236658, 236659, 236660, 236661, 236662, 236663, 236664, 236665, 236666, 236667, 236668, 236669, 236670, 236671, 236672, 236673, 236674, 236675, 236676, 236677, 236678, 236679, 236680, 236681, 241985, 241986, 241987, 242005, 242006, 242007, 242008, 242009, 242010, 252800, 600686, 652714, 652720, 654522]",0.0
249,249,Sn,227,<i>Fd</i>-3<i>m</i>,SM,ESFD,Point,[],"[40039, 53789, 70128, 76040]",0.0
250,250,Sn,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[52487, 236724, 236725, 236726, 236727, 236728, 236729, 236730, 236731, 236732, 236733, 236734]",0.0
251,251,Sn,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[236702, 236703, 236704, 236705, 236706, 236707, 236708, 236709, 236710, 236711, 236712, 236713, 236714, 236715, 236716, 236718, 236719, 236720, 236721, 236722, 236723]",0.0
252,252,Sr,140,<i>I</i>4/<i>mcm</i>,SM,ES,Line,[],[109026],0.0
253,253,Sr,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,SM,ES,Line,[],[109024],0.0
254,254,Sr,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[44722, 76163, 652876]",0.0
255,255,Sr,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[44721, 76162, 77368, 652875]",0.0
256,256,Sr,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[44723, 52490, 76164, 652874]",0.0
257,257,Sr,74,<i>Imma</i>,trivial,LCEBR,None,[],[56503],
258,258,Ta,113,<i>P</i>-42<sub>1</sub><i>m</i>,SM,ESFD,Point,[],[96594],0.0
259,259,Ta,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ESFD,Point,[],[652898],0.0
260,260,Ta,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[53793, 76014, 76152, 76417, 151407, 167903, 652900, 652902, 652903]",0.0
261,261,Tb,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[652942],0.0
262,262,Tb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[43580, 52495, 104192, 196971, 291796, 652948]",0.0
263,263,Tb,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[52494],0.0
264,264,Tb,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[104193],0.0
265,265,Tc,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[52498, 76953, 653011, 653012, 653014]",0.0
266,266,Te,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[97742],0.0
267,267,Te,152,<i>P</i>3<sub>1</sub>21,SM,ES,Line,[],"[23062, 23063, 23064, 23065, 23066, 23067]",0.40830000000000055
268,268,Te,152,<i>P</i>3<sub>1</sub>21,SM,ESFD,Point,[],"[23058, 23059, 23060, 40008, 40041, 40042, 76150, 96502, 161690, 653045, 653047]",0.40830000000000055
269,269,Te,154,<i>P</i>3<sub>2</sub>21,SM,ESFD,Point,[],[653048],0.3896999999999995
270,270,Te,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[52499],0.0
271,271,Te,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],[52500],0.0
272,272,Te,4,<i>P</i>2<sub>1</sub>,trivial,LCEBR,None,[],[87272],
273,273,Th,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]","[44780, 52520, 53787, 76039, 106157, 653236]",0.0
274,274,Th,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[76038],0.0
275,275,Ti,191,<i>P</i>6/<i>mmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 12, 'name': 'z12', 'htmlName': 'Z<sub>12</sub>', 'nbrValues': 12, 'value': 9}]","[52521, 653277]",0.0
276,276,Ti,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[43416, 43614, 43733, 44390, 44872, 52522, 53784, 76144, 76265, 99778, 191187, 192331, 290970, 290972, 653275, 653276, 653280]",0.0
277,277,Ti,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[5475, 44391, 76165, 151409, 653278, 653279]",0.0
278,278,Tl,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[53778],
279,279,Tl,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[44508, 52525, 77372, 104200, 151377, 653316, 653319, 653323]",0.0
280,280,Tl,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[60650, 104199, 653322]",0.0
281,281,Tl,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43414, 150816]",0.0
282,282,Tm,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[653347],0.0
283,283,Tm,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[43584, 52527, 653345]",0.0
284,284,Tm,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[52526],0.0
285,285,Tm,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[52528],0.0
286,286,Xe,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[9786],6.19875
287,287,Xe,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],[43428],6.2086
288,288,Yb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[104205, 653478]",0.0
289,289,Yb,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[43585, 52541, 102662, 604036, 653476, 653477]",0.0
290,290,Yb,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43572, 52542]",0.0
291,291,Zn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 1}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 7}]","[52259, 52543, 53769, 64990, 236395, 242036, 247147, 247148, 247149, 247150, 247151, 247152, 247153, 247154, 247155, 247156, 247157, 247158, 247159, 247160, 247161, 421013, 421014, 421015, 653501, 653502, 653504, 653505]",0.0
292,292,Zr,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[43700, 53785, 76042, 76143, 76154, 253515, 253516, 653524, 653525, 653528, 653529, 653531]",0.0
293,293,Zr,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[52544, 76043, 76168, 169452]",0.0
294,294,Si24,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[291479],
295,295,Ta22,113,<i>P</i>-42<sub>1</sub><i>m</i>,SM,ESFD,Point,[],[54206],
296,296,Ta30,113,<i>P</i>-42<sub>1</sub><i>m</i>,SM,ESFD,Point,[],"[54208, 250214, 280872]",
297,297,BF3,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[24783],8.1387
