compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD
La1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Plane,[],"[43573, 102655, 641380, 641382]"
La1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43574, 104655, 104656, 641384, 641387]"
La1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[43568]
Lu1,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[642415]
Lu1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[44909, 168439, 291798, 642414, 642416, 659891]"
Lu1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[44910]
Mn1,213,<i>P</i>4<sub>1</sub>32,SM,ESFD,Point,[],"[44762, 56134, 163413, 163414, 242039, 642934, 642937, 655052]"
Mn1,217,<i>I</i>-43<i>m</i>,SM,ESFD,Point,[],"[42774, 44761, 56133, 642933, 642935, 642938, 655106]"
Mn1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[242038]
Mn1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[5248, 5392, 5393, 242037]"
Mo1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[52267, 53799, 76147, 76279, 76415, 173127, 173131, 643957, 643958, 643959, 643960, 643961, 643962]"
Na1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[189460]
Nb1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[76011, 76264, 76416, 76554, 151406, 170906, 196879, 645056, 645057, 645058, 645059, 645060, 645061, 645062, 645063, 645065, 645066]"
Nd1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[43577, 76592, 102657, 150953, 645577, 645579, 645581, 645584, 645585]"
Nd1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[76591, 645578]"
Nd1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43571, 76593]"
Ne1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],"[24602, 24787, 43427, 65884, 65885, 65886, 65887, 65888, 65889, 65890, 65891, 65892, 65893, 65894, 65895, 65896, 65897, 65898, 65899, 65900, 65901, 65902, 65903, 65904]"
Ni1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[76668]
Ni1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43397, 52231, 52265, 53807, 53808, 53809, 64989, 76667, 163354, 260169, 260172, 646085, 646087, 646088, 646090, 646091, 646092]"
Np1,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[44379]
Np1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[105489]
Os1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[40323, 52003, 52262, 53812, 64993, 77767, 186791, 186792, 186793, 186794, 186795, 186796, 647701, 647702, 647703]"
Pa1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[77862, 648331]"
Pb1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[54313, 77864, 648350]"
Pb1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],"[52253, 53791, 54312, 57460, 64808, 64940, 77863, 96501, 105588, 151378, 648341, 648343, 648344]"
Pd1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52251, 64914, 64915, 64916, 64918, 64920, 64922, 76148, 77885, 648673, 648674, 648675, 648676, 648677, 648679, 648680]"
Po1,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],[649161]
Po1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43211, 76749, 655031]"
Po1,5,<i>C</i>2,trivial,LCEBR,None,[],[31684]
Pr1,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[248500]
Pr1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[74984, 74987]"
Pr1,152,<i>P</i>3<sub>1</sub>21,trivial,LCEBR,None,[],[108682]
Pr1,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[54338]
Pr1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 9}]","[43576, 77905, 108681, 649176, 649177, 649182, 649183, 649187]"
Pr1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[77904, 649185]"
Pr1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43570, 649178]"
Pr1,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[164283, 248501]"
Pt1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52250, 64912, 64917, 64919, 64921, 64923, 64924, 76153, 76414, 76951, 77944, 180980, 180981, 241736, 241737, 241738, 241739, 241740, 241741, 241742, 241743, 241744, 241745, 241746, 241747, 241748, 241749, 241750, 241751, 241752, 241753, 241754, 241755, 241756, 241757, 241758, 241759, 241760, 241761, 241762, 241763, 241764, 241765, 241766, 241767, 241768, 241769, 241770, 241772, 241773, 241774, 241775, 241776, 241777, 241778, 241779, 241780, 241781, 241782, 241783, 241784, 241785, 241786, 241787, 243678, 649490, 649493, 649494]"
Pu1,11,<i>P</i>2<sub>1</sub>/<i>m</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}]","[31692, 604219]"
Pu1,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],"[43335, 94242, 649896]"
Pu1,176,<i>P</i>6<sub>3</sub>/<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 9}]",[41259]
Pu1,70,<i>Fddd</i>,trivial,LCEBR,None,[],[44866]
Ra1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[42987]
Rb1,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]",[109016]
Rb1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[109017]
Rb1,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,SM,ESFD,Point,[],[109018]
Rb1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[44755, 44869, 77057, 650018]"
Rb1,64,<i>Cmce</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[109019]
Re1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[40355, 56135, 64719, 109248, 169880, 291881, 291882, 291883, 291884, 291885, 291886, 291887, 291888, 291889, 291890, 291891, 291892, 291893, 291894, 291895, 291896, 291897, 291898, 291899, 291900, 291901, 291902, 291903, 291904, 291905, 291906, 650066, 650067, 650068, 650069, 650071]"
Rh1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52064, 52252, 53811, 64991, 76952, 171677, 650218, 650221]"
Ru1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[40354, 43710, 44615, 52004, 52261, 53810, 76155, 602251, 650568, 650569, 650570, 650572, 650573, 650574]"
S10,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[38263]
S12,58,<i>Pnnm</i>,trivial,LCEBR,None,[],[26463]
S16,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[38264]
Sb1,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[42678]
Sb1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[52199, 109038]"
Sb1,140,<i>I</i>4/<i>mcm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]",[109037]
Sb1,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[55402, 161493]"
Sb1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[52226]
Sb1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52227, 651499, 651504]"
Sb1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[52198]
Sb1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[108182]
Sc1,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[52412]
Sc1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[52410]
Sc1,140,<i>I</i>4/<i>mcm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[246445]
Sc1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[43587, 43711, 52411, 102654, 651795, 651796, 651802]"
Sc1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52409, 651797]"
Se1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[24670, 30606]"
Se1,152,<i>P</i>3<sub>1</sub>21,SM,ES,Line,[],[23073]
Se1,152,<i>P</i>3<sub>1</sub>21,SM,ESFD,Point,[],[23072]
Se1,152,<i>P</i>3<sub>1</sub>21,trivial,LCEBR,None,[],"[22251, 23068, 23069, 23070, 23071, 40016, 40018, 53801, 164261, 164262, 164263, 164264, 164265, 164266, 164267, 164268, 164269, 164270, 164271, 200685, 651846, 651850, 651852, 659253]"
Se1,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],"[57181, 656457]"
Se1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[52418]
Se1,227,<i>Fd</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[150731]
Se1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[104187, 659257]"
Se1,4,<i>P</i>2<sub>1</sub>,trivial,LCEBR,None,[],[659254]
Se6,148,<i>R</i>-3,trivial,LCEBR,None,[],"[86375, 86496]"
Se8,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[2718, 24635, 280666, 418318]"
Si1,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[52460, 109025]"
Si1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[52459]
Si1,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],"[29287, 29288, 43403, 43610, 51688, 52266, 52457, 53782, 53783, 60385, 60386, 60387, 60388, 60389, 76268, 150530, 196729, 652255, 652257, 652258, 652265, 659044]"
Si1,64,<i>Cmce</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[89414, 89415, 89416]"
Si1,74,<i>Imma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[41392]
Sn1,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[108748, 236690, 236691, 236692, 236693, 236694, 236695, 236696, 236697, 236698, 236699, 236700, 236701]"
Sn1,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],"[43216, 236682, 236683, 236684, 236685, 236686, 236687, 236688, 236689]"
Sn1,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[40037, 40038, 43415, 43613, 52486, 106071, 106072, 196596, 236657, 236658, 236659, 236660, 236661, 236662, 236663, 236664, 236665, 236666, 236667, 236668, 236669, 236670, 236671, 236672, 236673, 236674, 236675, 236676, 236677, 236678, 236679, 236680, 236681, 241985, 241986, 241987, 242005, 242006, 242007, 242008, 242009, 242010, 252800, 600686, 652714, 652720, 654522]"
Sn1,227,<i>Fd</i>-3<i>m</i>,SM,ESFD,Point,[],"[40039, 53789, 70128, 76040]"
Sn1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[52487, 236724, 236725, 236726, 236727, 236728, 236729, 236730, 236731, 236732, 236733, 236734]"
Sn1,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[236702, 236703, 236704, 236705, 236706, 236707, 236708, 236709, 236710, 236711, 236712, 236713, 236714, 236715, 236716, 236718, 236719, 236720, 236721, 236722, 236723]"
Sr1,140,<i>I</i>4/<i>mcm</i>,SM,ES,Line,[],[109026]
Sr1,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,SM,ES,Line,[],[109024]
Sr1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[44722, 76163, 652876]"
Sr1,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[44721, 76162, 77368, 652875]"
Sr1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[44723, 52490, 76164, 652874]"
Sr1,74,<i>Imma</i>,trivial,LCEBR,None,[],[56503]
Ta1,113,<i>P</i>-42<sub>1</sub><i>m</i>,SM,ESFD,Point,[],[96594]
Ta1,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ESFD,Point,[],[652898]
Ta1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[53793, 76014, 76152, 76417, 151407, 167903, 652900, 652902, 652903]"
Tb1,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[652942]
Tb1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[43580, 52495, 104192, 196971, 291796, 652948]"
Tb1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[52494]
Tb1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[104193]
Tc1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[52498, 76953, 653011, 653012, 653014]"
Te1,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[97742]
Te1,152,<i>P</i>3<sub>1</sub>21,SM,ES,Line,[],"[23062, 23063, 23064, 23065, 23066, 23067]"
Te1,152,<i>P</i>3<sub>1</sub>21,SM,ESFD,Point,[],"[23058, 23059, 23060, 40008, 40041, 40042, 76150, 96502, 161690, 653045, 653047]"
Te1,154,<i>P</i>3<sub>2</sub>21,SM,ESFD,Point,[],[653048]
Te1,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[52499]
Te1,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],[52500]
Te1,4,<i>P</i>2<sub>1</sub>,trivial,LCEBR,None,[],[87272]
Th1,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]","[44780, 52520, 53787, 76039, 106157, 653236]"
Th1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[76038]
Ti1,191,<i>P</i>6/<i>mmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 12, 'name': 'z12', 'htmlName': 'Z<sub>12</sub>', 'nbrValues': 12, 'value': 9}]","[52521, 653277]"
Ti1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[43416, 43614, 43733, 44390, 44872, 52522, 53784, 76144, 76265, 99778, 191187, 192331, 290970, 290972, 653275, 653276, 653280]"
Ti1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[5475, 44391, 76165, 151409, 653278, 653279]"
Tl1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[53778]
Tl1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[44508, 52525, 77372, 104200, 151377, 653316, 653319, 653323]"
Tl1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[60650, 104199, 653322]"
Tl1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43414, 150816]"
Tm1,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[653347]
Tm1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[43584, 52527, 653345]"
Tm1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[52526]
Tm1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[52528]
Xe1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[9786]
Xe1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],[43428]
Yb1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[104205, 653478]"
Yb1,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[43585, 52541, 102662, 604036, 653476, 653477]"
Yb1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[43572, 52542]"
Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 1}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 7}]","[52259, 52543, 53769, 64990, 236395, 242036, 247147, 247148, 247149, 247150, 247151, 247152, 247153, 247154, 247155, 247156, 247157, 247158, 247159, 247160, 247161, 421013, 421014, 421015, 653501, 653502, 653504, 653505]"
Zr1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[43700, 53785, 76042, 76143, 76154, 253515, 253516, 653524, 653525, 653528, 653529, 653531]"
Zr1,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[52544, 76043, 76168, 169452]"
Si24,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[291479]
Ta22,113,<i>P</i>-42<sub>1</sub><i>m</i>,SM,ESFD,Point,[],[54206]
Ta30,113,<i>P</i>-42<sub>1</sub><i>m</i>,SM,ESFD,Point,[],"[54208, 250214, 280872]"
B1 F3,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[24783]
B1 F3,2,<i>P</i>-1,trivial,LCEBR,None,[],[20904]
B1 I3,176,<i>P</i>6<sub>3</sub>/<i>m</i>,trivial,LCEBR,None,[],"[28328, 173375, 411463]"
B1 N1,186,<i>P</i>6<sub>3</sub><i>mc</i>,trivial,LCEBR,None,[],"[41486, 77374, 614869, 614873]"
B1 N1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],"[24644, 27987, 35538, 241875]"
B1 N1,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],"[27879, 40914, 56315, 77271, 83728, 83729, 614864, 614868]"
B1 N1,42,<i>Fmm</i>2,trivial,LCEBR,None,[],[20946]
B1 P1,186,<i>P</i>6<sub>3</sub><i>mc</i>,trivial,LCEBR,None,[],[615155]
B1 P1,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],"[29050, 37403, 602964, 615154]"
B1 V1,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[42952, 615658]"
B1 W1,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[24281, 191911, 196903]"
B1 W1,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[191910, 615689]"
B1 W2,140,<i>I</i>4/<i>mcm</i>,SM,ESFD,Point,[],"[24279, 42528, 108090, 615692, 615695]"
B2 F4,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[27867]
B2 O3,144,<i>P</i>3<sub>1</sub>,trivial,LCEBR,None,[],"[16021, 24047, 24649, 36066]"
B2 O3,152,<i>P</i>3<sub>1</sub>21,trivial,LCEBR,None,[],"[51575, 252681, 252682, 252683, 252684]"
B2 O3,36,<i>Cmc</i>2<sub>1</sub>,trivial,LCEBR,None,[],[34685]
B2 U1,191,<i>P</i>6/<i>mmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 6, 'name': 'z6mpi', 'htmlName': 'Z<sub>6&pi;</sub>', 'nbrValues': 6, 'value': 4}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 5}, {'id': 12, 'name': 'z12', 'htmlName': 'Z<sub>12</sub>', 'nbrValues': 12, 'value': 9}]","[44725, 57004, 615621, 615625, 615630, 615633, 615636, 615641, 615643]"
B2 V1,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],"[30331, 193834, 615657, 615663, 615666, 615667, 615674, 615678]"
B2 V3,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[88317, 107318, 615662]"
B2 W1,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[44601]
B2 W1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 2}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 8}]","[23716, 615700]"
B2 Y1,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],"[44602, 615708]"
B3 V2,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[79258, 615660]"
